HGNC Symbol,Brodmann (1909) area 24,Brodmann (1909) area 9,C1 segment of cervical spinal cord,EBV-transformed lymphocyte,adrenal gland,amygdala,aorta,atrium auricular region,blood,breast,caudate nucleus,cerebellar hemisphere,cerebellum,cerebral cortex,coronary artery,cortex of kidney,ectocervix,endocervix,esophagogastric junction,esophagus mucosa,esophagus muscularis mucosa,fallopian tube,greater omentum,heart left ventricle,hippocampus proper,hypothalamus,liver,lower leg skin,lung,minor salivary gland,nucleus accumbens,ovary,pancreas,pituitary gland,prostate gland,putamen,sigmoid colon,skeletal muscle tissue,small intestine Peyer's patch,spleen,stomach,subcutaneous adipose tissue,substantia nigra,suprapubic skin,testis,thyroid gland,tibial artery,tibial nerve,transformed skin fibroblast,transverse colon,urinary bladder,uterus,vagina
labetalol,34.0,50.0,6.0,3.2,5.2,16.4,94.0,38.0,8.0,70.0,24.0,2.8,5.4,52.0,22.0,3.6,152.0,128.0,34.0,21.6,27.2,48.0,72.0,36.0,32.0,16.0,8.0,61.6,128.0,16.0,33.6,8.6,2.4,1.2,64.0,22.8,36.0,8.0,14.0,52.0,12.8,76.0,10.0,64.39999999999999,19.4,24.0,22.0,86.0,1.8,16.0,41.0,50.0,66.0
lanreotide,40.0,50.0,10.0,25.0,30.0,20.0,29.5,32.5,0.0,20.0,20.0,210.0,185.0,40.0,9.5,25.0,5.0,10.0,5.0,3.0,5.0,15.0,20.0,12.5,25.0,20.0,4.0,4.0,5.0,7.5,40.0,4.0,3.0,110.0,20.0,10.0,5.0,3.5,5.0,60.0,10.0,20.0,10.0,3.5,7.5,15.0,5.0,15.0,0.0,5.0,8.5,10.0,5.0
latanoprost (free acid form),4.0,0.0,0.0,0.0,32.0,0.0,24.0,8.0,0.0,88.0,0.0,0.0,0.0,0.0,64.0,16.0,64.0,40.0,80.0,8.0,24.0,72.0,32.0,0.0,7.2,16.0,7.2,80.0,24.0,56.0,0.0,40.0,7.2,0.0,16.0,0.0,24.0,8.0,24.0,4.0,8.0,160.0,0.0,64.0,7.2,16.0,104.0,440.0,384.0,16.0,48.0,176.0,56.0
latanoprost (isopropyl ester),4.0,0.0,0.0,0.0,32.0,0.0,24.0,8.0,0.0,88.0,0.0,0.0,0.0,0.0,64.0,16.0,64.0,40.0,80.0,8.0,24.0,72.0,32.0,0.0,7.2,16.0,7.2,80.0,24.0,56.0,0.0,40.0,7.2,0.0,16.0,0.0,24.0,8.0,24.0,4.0,8.0,160.0,0.0,64.0,7.2,16.0,104.0,440.0,384.0,16.0,48.0,176.0,56.0
leuprolide,16.0,16.0,32.0,40.0,16.0,16.0,144.0,32.0,24.0,80.0,24.0,168.0,160.0,24.0,104.0,40.0,104.0,136.0,96.0,64.0,88.0,104.0,56.0,24.0,16.0,24.0,16.0,120.0,80.0,72.0,24.0,136.0,24.0,80.0,120.0,32.0,88.0,16.0,72.0,104.0,40.0,80.0,24.0,104.0,72.0,80.0,112.0,400.0,72.0,72.0,64.0,112.0,128.0
levallorphan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
levobunolol,18.0,26.0,6.0,3.2,1.2,10.0,6.0,38.0,8.0,54.0,16.0,2.8,5.4,28.0,14.0,3.6,16.0,9.0,26.0,21.6,34.0,28.0,56.0,36.0,8.0,8.0,8.0,55.2,88.0,12.0,28.0,57.4,2.4,1.2,25.2,15.6,18.0,8.0,14.0,28.0,8.0,60.0,10.0,59.6,3.4,8.0,6.0,14.0,1.8,9.6,21.0,12.0,26.0
levorphanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liraglutide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
lixisenatide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
loperamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loratadine,48.0,48.0,8.0,0.0,5.6,16.0,176.0,5.6,0.0,48.0,8.0,0.0,0.0,40.0,72.0,8.0,56.0,88.0,32.0,32.0,32.0,64.0,48.0,4.0,16.0,16.0,0.0,56.0,48.0,24.0,16.0,48.0,0.0,4.8,24.0,6.4,56.0,4.8,32.0,8.0,8.0,64.0,5.6,48.0,8.0,24.0,104.0,128.0,128.0,40.0,40.0,40.0,72.0
lorazepam,18.0,27.0,9.0,27.0,5.3999999999999995,8.1,9.0,9.0,27.0,27.0,4.5,72.0,90.0,27.0,27.0,18.0,45.0,36.0,45.0,72.0,45.0,27.0,18.0,8.1,8.1,45.0,6.3,72.0,81.0,45.0,5.3999999999999995,6.3,4.5,198.0,45.0,0.0,27.0,5.3999999999999995,36.0,63.0,63.0,54.0,9.0,63.0,45.0,27.0,18.0,18.0,36.0,45.0,27.0,18.0,63.0
lorcaserin,16.0,8.0,8.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,128.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
losartan,0.0,0.0,0.0,0.0,324.0,0.0,63.0,63.0,0.0,369.0,0.0,0.0,0.0,0.0,90.0,54.0,54.0,72.0,99.0,18.0,90.0,117.0,342.0,18.0,0.0,5.3999999999999995,288.0,162.0,135.0,45.0,0.0,27.0,18.0,18.0,54.0,0.0,225.0,54.0,27.0,54.0,27.0,729.0,6.3,72.0,27.0,180.0,153.0,135.0,72.0,54.0,90.0,54.0,54.0
loxapine,86.0,155.5,32.1,3.0,5.0,55.0,42.5,3.5,0.0,13.5,297.5,44.0,55.0,112.2,39.0,10.0,28.0,46.4,31.4,10.0,20.0,46.7,14.8,2.5,38.5,202.0,5.0,24.0,10.0,50.0,504.0,45.0,10.0,470.0,29.0,284.5,33.1,5.0,15.0,10.0,10.0,15.0,74.0,23.5,66.0,25.0,87.0,50.0,4.0,10.0,20.0,44.4,36.0
lurasidone,2.0,1.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.2,0.0,0.0,0.0,1.4,4.0,0.0,1.0,1.4,0.0,1.6,0.0,0.0,0.0,0.0,1.4,4.0,0.0,1.8,1.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,0.0,2.0,1.0,2.0,2.0,0.0,1.0,30.0,0.0,1.4,2.0,10.0,1.0,4.0,0.0,2.0
macitentan,16.0,16.0,16.0,0.0,32.0,8.0,168.0,184.0,0.0,136.0,16.0,6.4,7.2,16.0,304.0,32.0,696.0,648.0,88.0,48.0,40.0,456.0,112.0,56.0,16.0,16.0,8.0,72.0,256.0,88.0,8.0,456.0,7.2,40.0,304.0,16.0,48.0,16.0,24.0,72.0,40.0,168.0,24.0,72.0,64.0,136.0,376.0,176.0,56.0,16.0,144.0,448.0,448.0
maraviroc,0.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,10.0,3.5,5.0,10.0,3.5,5.0,4.5,10.0,10.0,0.0,0.0,0.0,3.0,0.0,30.0,10.0,0.0,3.5,2.5,3.5,10.0,0.0,5.0,0.0,20.0,55.0,10.0,5.0,3.0,0.0,0.0,5.0,3.0,5.0,0.0,10.0,10.0,5.0,5.0
melatonin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methadone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methoxamine,16.0,8.0,4.8,0.0,0.0,8.0,0.0,0.0,0.0,16.0,7.2,6.4,16.0,8.0,4.8,0.0,7.2,4.8,8.0,0.0,4.0,0.0,24.0,16.0,8.0,8.0,144.0,4.8,40.0,5.6,4.0,5.6,0.0,0.0,24.0,5.6,8.0,0.0,8.0,32.0,4.8,24.0,5.6,4.0,8.0,0.0,16.0,0.0,0.0,4.8,4.8,7.2,0.0
methylnaltrexone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metoprolol,16.0,24.0,2.0,1.4,0.0,8.0,0.0,30.0,0.0,4.0,14.0,1.8,4.0,26.0,4.0,2.0,0.0,0.0,8.0,1.6,10.0,0.0,12.0,30.0,6.0,6.0,0.0,1.2,50.0,0.0,26.0,0.0,1.4,0.0,12.0,14.0,6.0,0.0,8.0,6.0,2.0,6.0,6.0,1.6,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
mianserin,72.0,136.0,13.6,4.8,136.0,40.0,48.0,24.0,0.0,8.0,120.0,0.0,0.0,87.2,48.0,16.0,40.0,38.4,38.4,0.0,56.0,55.2,12.8,0.0,24.0,152.0,4.0,0.0,5.6,4.8,264.0,8.0,0.0,4.8,4.0,72.0,53.6,0.0,4.8,4.8,4.0,8.0,24.0,0.0,20.0,40.0,88.0,4.0,16.0,16.0,16.0,110.4,16.0
mirabegron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,1.2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,12.0,2.0,0.0
mirtazapine,127.0,193.5,38.6,0.0,45.0,74.5,1089.0,35.0,0.0,400.0,263.0,75.0,77.5,155.2,394.0,135.0,1173.0,2126.4,91.4,40.0,85.0,347.2,339.8,43.5,58.5,209.5,28.5,175.0,75.0,80.0,362.0,255.0,149.0,59.5,240.0,202.0,90.6,49.0,75.0,350.0,35.0,685.0,47.5,110.0,141.0,120.0,817.0,245.0,4.5,90.0,130.0,456.4,358.0
misoprostol (methyl ester),4.0,3.0,0.0,0.0,10.0,5.0,110.0,2.5,0.0,80.0,0.0,0.0,0.0,0.0,55.0,95.0,20.0,20.0,20.0,5.0,20.0,30.0,115.0,0.0,0.0,10.0,0.0,55.0,5.0,20.0,0.0,5.0,10.0,2.5,10.0,0.0,55.0,0.0,5.0,0.0,65.0,120.0,0.0,45.0,2.5,5.0,115.0,5.0,0.0,15.0,20.0,460.0,25.0
mogamulizumab,0.0,0.0,0.0,4.5,0.0,0.0,3.0,0.0,15.0,3.5,0.0,2.5,2.5,0.0,3.0,0.0,3.0,3.5,0.0,3.5,0.0,5.0,3.5,0.0,0.0,0.0,0.0,3.5,15.0,3.5,0.0,3.0,0.0,2.5,3.5,0.0,0.0,0.0,5.0,20.0,2.5,4.0,0.0,4.5,10.0,4.0,0.0,3.0,0.0,3.0,3.0,3.0,4.5
molindone,56.0,128.0,5.6,0.0,0.0,16.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,80.0,24.0,0.0,8.0,6.4,6.4,0.0,0.0,7.2,4.8,0.0,8.0,24.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,72.0,0.0,0.0,0.0,0.0,6.4,8.0
montelukast,6.4,6.4,16.0,56.0,8.0,5.6,24.0,7.2,16.0,24.0,7.2,16.0,16.0,7.2,24.0,8.0,16.0,16.0,80.0,16.0,104.0,24.0,24.0,4.0,7.2,8.0,8.0,16.0,24.0,24.0,6.4,16.0,7.2,16.0,16.0,5.6,16.0,4.8,24.0,56.0,16.0,32.0,8.0,16.0,16.0,32.0,16.0,24.0,8.0,16.0,16.0,16.0,16.0
morphine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nadolol,18.0,26.0,6.0,3.2,1.2,10.0,6.0,38.0,8.0,54.0,16.0,2.8,5.4,28.0,14.0,3.6,16.0,8.0,18.0,21.6,20.0,8.0,56.0,36.0,8.0,8.0,8.0,55.2,88.0,12.0,28.0,1.4,2.4,1.2,24.0,15.6,12.0,8.0,14.0,28.0,8.0,60.0,10.0,59.6,3.4,8.0,6.0,14.0,1.8,8.0,9.0,10.0,26.0
nafarelin,16.0,16.0,32.0,40.0,16.0,16.0,144.0,32.0,24.0,80.0,24.0,168.0,160.0,24.0,104.0,40.0,104.0,136.0,96.0,64.0,88.0,104.0,56.0,24.0,16.0,24.0,16.0,120.0,80.0,72.0,24.0,136.0,24.0,80.0,120.0,32.0,88.0,16.0,72.0,104.0,40.0,80.0,24.0,104.0,72.0,80.0,112.0,400.0,72.0,72.0,64.0,112.0,128.0
nalbuphine,20.0,25.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,15.0,10.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,17.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,8.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nalmefene,10.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,15.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nalorphine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naloxone,20.0,25.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,15.0,5.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,17.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,8.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naltrexone,20.0,25.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,15.0,10.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,17.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,8.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naratriptan,5.0,13.5,2.5,0.0,0.0,6.0,75.0,0.0,0.0,3.0,30.0,0.0,0.0,14.5,70.0,0.0,5.0,5.0,15.0,0.0,15.0,3.5,0.0,0.0,2.5,9.5,0.0,0.0,5.0,0.0,60.0,3.0,0.0,2.5,2.5,25.0,0.0,0.0,25.0,0.0,5.0,5.0,2.5,0.0,13.0,3.0,145.0,7.0,70.0,0.0,10.0,5.0,3.5
nefazodone,56.0,128.0,5.6,0.0,0.0,16.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,80.0,24.0,0.0,8.0,6.4,6.4,0.0,0.0,7.2,4.8,0.0,8.0,24.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,72.0,0.0,0.0,0.0,0.0,6.4,8.0
niclosamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
octreotide,60.0,90.0,12.5,145.0,15.0,24.5,4.5,2.5,5.0,20.0,20.0,220.0,190.0,80.0,5.0,20.0,5.0,10.0,5.0,3.0,5.0,15.0,20.0,2.5,35.0,45.0,4.0,4.0,5.0,3.5,40.0,34.0,6.0,50.0,15.0,10.0,5.0,3.5,5.0,65.0,10.0,20.0,14.0,3.5,90.0,15.0,5.0,15.0,0.0,5.0,5.0,25.0,5.0
olanzapine,76.0,140.5,17.1,0.0,0.0,45.0,27.5,0.0,0.0,3.5,285.0,4.0,5.0,92.2,24.0,0.0,8.0,16.4,6.4,0.0,0.0,11.7,4.8,0.0,28.5,187.0,0.0,4.0,0.0,40.0,474.0,0.0,0.0,415.0,4.0,272.0,8.1,0.0,0.0,0.0,0.0,0.0,64.0,3.5,21.0,0.0,72.0,20.0,0.0,0.0,0.0,9.4,11.0
olmesartan,0.0,0.0,0.0,0.0,324.0,0.0,63.0,63.0,0.0,369.0,0.0,0.0,0.0,0.0,90.0,54.0,54.0,72.0,99.0,18.0,90.0,117.0,342.0,18.0,0.0,5.3999999999999995,288.0,162.0,135.0,45.0,0.0,27.0,18.0,18.0,54.0,0.0,225.0,54.0,27.0,54.0,27.0,729.0,6.3,72.0,27.0,180.0,153.0,135.0,72.0,54.0,90.0,54.0,54.0
olodaterol,2.0,2.0,4.0,1.8,1.2,2.0,6.0,8.0,8.0,50.0,2.0,1.0,1.4,2.0,10.0,1.6,16.0,8.0,10.0,20.0,10.0,8.0,44.0,6.0,2.0,2.0,8.0,54.0,38.0,12.0,2.0,1.4,1.0,1.2,12.0,1.6,6.0,8.0,6.0,22.0,6.0,54.0,4.0,58.0,1.4,6.0,6.0,14.0,1.8,4.0,8.0,10.0,26.0
orciprenaline,2.0,2.0,4.0,1.8,1.2,2.0,6.0,8.0,8.0,50.0,2.0,1.0,1.4,2.0,10.0,1.6,16.0,8.0,10.0,20.0,10.0,8.0,44.0,6.0,2.0,2.0,8.0,54.0,38.0,12.0,2.0,1.4,1.0,1.2,12.0,1.6,6.0,8.0,6.0,22.0,6.0,54.0,4.0,58.0,1.4,6.0,6.0,14.0,1.8,4.0,8.0,10.0,26.0
oxybutynin,288.0,464.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,8.0,199.2,0.0,0.0,512.0,8.0,4.8,0.0,0.0,96.0,8.0,96.0,5.6,0.0,0.0,176.0,24.0,0.0,40.0,23.2,120.0,284.8,24.0,40.0,4.8,190.4,192.0,77.6,0.0,12.0,4.0,52.8,0.0,4.0,31.2,7.2,16.0,4.0,0.0,0.0,28.8,16.0,8.0,0.0
oxymetazoline,36.0,33.0,9.8,0.0,10.0,13.0,25.0,10.0,0.0,321.0,10.2,61.4,76.0,38.0,49.8,15.0,672.2,534.8,33.0,20.0,24.0,65.0,244.0,19.5,18.0,43.0,147.5,109.8,75.0,60.6,7.0,220.6,130.0,15.0,89.0,5.6,48.0,4.0,48.0,107.0,14.8,534.0,15.6,69.0,73.0,95.0,86.0,135.0,0.0,64.8,79.8,82.2,225.0
oxytocin,24.0,16.0,24.0,160.0,0.0,16.0,8.0,4.0,0.0,64.0,24.0,16.0,16.0,16.0,7.2,4.0,4.0,16.0,0.0,7.2,4.0,5.6,0.0,0.0,16.0,40.0,0.0,0.0,5.6,0.0,56.0,16.0,0.0,4.8,8.0,24.0,0.0,0.0,0.0,6.4,0.0,0.0,48.0,0.0,5.6,5.6,4.0,7.2,24.0,0.0,0.0,7.2,4.0
pasireotide,115.0,140.0,17.5,145.0,30.0,54.5,39.5,36.5,5.0,30.0,30.0,224.0,194.0,130.0,19.5,29.5,15.0,20.0,10.0,5.5,9.0,30.0,30.0,15.0,55.0,90.0,29.0,7.0,50.0,10.5,55.0,44.0,16.0,140.0,25.0,20.0,9.5,3.5,30.0,69.0,85.0,25.0,44.0,6.0,92.5,19.5,20.0,30.0,45.0,25.0,23.5,35.0,10.0
periciazine,8.0,12.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,60.0,0.0,1.0,10.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,1.6,1.4,0.0,2.0,1.8,0.0,0.0,2.0,0.0,66.0,0.0,0.0,0.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.0,1.2,1.2
perospirone,14.0,19.5,18.5,3.0,5.0,15.0,18.5,3.5,0.0,13.5,177.5,44.0,55.0,25.0,15.0,10.0,20.0,40.0,25.0,10.0,20.0,39.5,10.0,2.5,14.5,50.0,5.0,24.0,10.0,50.0,240.0,45.0,10.0,470.0,29.0,212.5,27.5,5.0,15.0,10.0,10.0,15.0,50.0,23.5,50.0,25.0,15.0,50.0,4.0,10.0,20.0,38.0,28.0
perphenazine,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,165.0,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,210.0,0.0,0.0,415.0,4.0,200.0,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,5.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
pethidine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phenoxybenzamine,0.0,2.5,10.0,0.0,15.0,4.5,35.0,10.0,0.0,30.0,10.0,0.0,2.5,3.0,15.0,20.0,15.0,20.0,35.0,5.0,40.0,30.0,45.0,25.0,4.5,2.5,25.0,15.0,5.0,15.0,10.0,15.0,4.0,4.5,15.0,10.0,25.0,30.0,15.0,80.0,15.0,50.0,3.5,10.0,15.0,15.0,30.0,55.0,0.0,15.0,25.0,35.0,15.0
phentolamine,128.0,112.0,8.8,0.0,28.0,38.4,448.0,16.0,0.0,64.0,31.2,14.4,32.0,128.0,52.8,24.0,151.2,132.8,40.0,0.0,27.2,128.0,104.0,24.0,56.0,40.0,224.0,27.2,152.0,9.6,25.6,60.8,0.0,8.0,70.4,20.8,40.0,0.0,24.0,232.0,17.6,80.0,9.6,16.0,30.4,48.0,208.0,112.0,72.0,20.8,44.0,63.2,44.8
phenylephrine,112.0,88.0,8.8,0.0,24.0,32.0,360.0,16.0,0.0,48.0,23.2,14.4,32.0,104.0,44.8,24.0,15.2,12.8,24.0,0.0,20.0,88.0,88.0,24.0,32.0,32.0,224.0,20.8,112.0,5.6,20.0,53.6,0.0,8.0,30.4,13.6,16.0,0.0,24.0,208.0,12.8,64.0,9.6,11.2,14.4,32.0,192.0,40.0,72.0,12.8,12.0,23.2,4.8
pilocarpine,40.0,72.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,7.2,0.0,0.0,56.0,8.0,4.8,0.0,0.0,96.0,8.0,96.0,5.6,0.0,0.0,8.0,8.0,0.0,8.0,7.2,32.0,4.8,24.0,40.0,4.8,6.4,8.0,72.0,0.0,8.0,4.0,48.0,0.0,0.0,7.2,7.2,16.0,4.0,0.0,0.0,24.0,16.0,8.0,0.0
pimavanserin,56.0,128.0,5.6,0.0,0.0,16.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,80.0,24.0,0.0,8.0,6.4,6.4,0.0,0.0,7.2,4.8,0.0,8.0,24.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,72.0,0.0,0.0,0.0,0.0,6.4,8.0
pimozide,60.0,132.5,9.1,0.0,0.0,21.0,27.5,0.0,0.0,3.5,173.0,4.0,5.0,85.0,24.0,0.0,8.0,16.4,6.4,0.0,0.0,11.7,4.8,0.0,12.5,59.0,0.0,4.0,0.0,40.0,226.0,0.0,0.0,415.0,4.0,200.0,8.1,0.0,0.0,0.0,0.0,0.0,48.0,3.5,21.0,0.0,72.0,20.0,0.0,0.0,0.0,9.4,11.0
pindolol,18.0,26.0,6.0,3.2,1.2,10.0,6.0,38.0,8.0,54.0,16.0,2.8,5.4,28.0,14.0,3.6,16.0,8.0,18.0,21.6,20.0,8.0,56.0,36.0,8.0,8.0,8.0,55.2,88.0,12.0,28.0,1.4,2.4,1.2,24.0,15.6,12.0,8.0,14.0,28.0,8.0,60.0,10.0,59.6,3.4,8.0,6.0,14.0,1.8,8.0,9.0,10.0,26.0
